Facility Code,Facility Name,Province,County,District,Division,Type,Owner,Location,Sub Location,Description of Location,Constituency,Nearest Town,Beds,Cots,Official Landline,Official Fax,Official Mobile,Official Email,Official Address,Official Alternate No,Town,Post Code,In Charge,Job Title of in Charge,Open 24 Hours,Open Weekends,Operational Status,ANC,ART,BEOC,BLOOD,CAES SEC,CEOC,C-IMCI,EPI,FP,GROWM,HBC,HCT,IPD,OPD,OUTREACH,PMTCT,RAD/XRAY,RHTC/RHDC,TB DIAG,TB LABS,TB TREAT,YOUTH
20736,AIDS Health Care Foundation Parklands Clinic,Nairobi,Nairobi,Westlands,Parklands,Medical Clinic,Private Enterprise (Institution),Parklands,Highridge,On 3rd Parklands Avenue,WESTLANDS,Next to Nakumatt Highridge,0,0,0,,0722164353,,P.O Box 103363,,Nairobi,01101,Dr. Jessie Kwatampora,Hospital Director,N,N,Operational,,,,,,,,,,,,,,,,,,,,,,
20602,Aids HealthCare Foundation Eastleigh,Nairobi,Nairobi,Kamukunji,,Dispensary,Non-Governmental Organizations,,,,KAMUKUNJI,,0,0,,,,,,,,,,,N,Y,Operational,,,,,,,,,,,,,,,,,,,,,,
20538,Aimon med clinic,Nairobi,Nairobi,Ruaraka,Kasarani,Medical Clinic,Private Practice - Nurse / Midwife,Ruaraka,babadogo,,RUARAKA,,0,0,,,0724645091,,P.O Box 00100,0723867917,Nairobi,00100,Charity Onyango,Clinical Officer,N,Y,Operational,,,,,,,,,,,,,,,,,,,,,,
19397,Afyamax Medical & Centre Dental,Nairobi,Nairobi,Roysambu,Kasarani,Medical Clinic,Private Practice - General Practitioner,Githurai,zimmerman,Thika road off kamiti road next to success stage zimmerman ,ROYSAMBU,next to success stage zimmerman ,0,0,,,,,,,,,Dr E. Muchira,Medical Superintendant,N,Y,Operational,,,,,,,,,,,,,,,,,,,,,,
20605,Aga Khan Clinic ( Ngong  Rd Prestige),Nairobi,Nairobi,Kibra,,Medical Clinic,Private Practice - General Practitioner,,,,KIBRA,,0,0,,,,,,,,,,,N,Y,Operational,,,,,,,,,,,,,,,,,,,,,,
20236,Aga Khan Clinic (Eastleigh),Nairobi,Nairobi,Kamukunji,Pumwani,Medical Clinic,Private Enterprise (Institution),Pumwani,Pumwani,,KAMUKUNJI,Near former KBS General Waruige street,5,0,0206768312,,0711092581,,P.O Box 30270-100,,Nairobi,,,Nursing Officer in Charge,N,Y,Operational,,,,,,,,,,,,,,,,,,,,,,
19457,Aga Khan Greenspam Medical Centre,Nairobi,Nairobi,Embakasi West,Umoja,Medical Clinic,Private Practice - Unspecified,Savanna,Savanna,Sited inside Greenspan Savanna,EMBAKASI WEST,Donholm,2,1,,,,,,,,,,Nursing Officer in Charge,N,Y,Operational,,,,,,,,,,,,,,,,,,,,,,
12867,Aga Khan Hospital,Nairobi,Nairobi,Westlands,Parklands,Other Hospital,Private Enterprise (Institution),Parklands,,"Along Limuru road, 3rd parklands Avenue",WESTLANDS,,243,0,,,,,P.O Box 30270,,Nairobi,000100,Asmita gitani,Hospital Director,Y,Y,Operational,,Y,,,,,Y,,,,Y,,Y,,,,,,,,,
19537,Bridgeway Clinic,Nairobi,Nairobi,Westlands,Kangemi ,Medical Clinic,Private Practice - Medical Specialist,Kangemi,,,WESTLANDS,,0,0,,,,,,,,,,,N,Y,Operational,,,,,,,,,,,,,,,,,,,,,,
19405,Bridging Out-Patient,Nairobi,Nairobi,Roysambu,Kasarani,Medical Clinic,Private Practice - General Practitioner,Kahawa,Kahawa,Opp kahawa west market,ROYSAMBU,Opp kahawa west market,0,0,,,,,,,,,Peter Mutuma,Clinical Officer,N/A,N/A,Operational,,,,,,,,,,,,,,,,,,,,,,
18271,Bristal Park Hospital,Nairobi,Nairobi,Embakasi East,Embakasi,Other Hospital,Private Practice - General Practitioner,Embakasi,Tassia,Along Donholm Airport Road,EMBAKASI EAST,Pipeline Airport Road,8,2,,,,,,,,,Dr.Kathenge,,Y,Y,Operational,,,,,,,,,,,,,,,,,,,,,,
18277,British American Tobacco Kenya Clinic,Nairobi,Nairobi,Makadara,Viwandani,Medical Clinic,Private Enterprise (Institution),Viwandani,Landi Mawe,Off Jogoo Road Likoni Road B A T Industry,MAKADARA,Uhuru Market,0,0,,,0725403699,enquities@meridianmedicalcentre.com,P.O Box 50443,,00200,Nairobi,Martin Gathogo,,N,Y,Operational,,,,,,,,,,,,,,,,,,,,,,
12887,Brother andre Clinic,Nairobi,Nairobi,Embakasi North,Dandora,Medical Clinic,Kenya Episcopal Conference-Catholic Secretariat, Dandora , Dandora ,Dandora 41 Estate near post office and behind Dandora II Health Centre,EMBAKASI NORTH,Dandora 41,0,0,,,,,,,,,,,N,N,Operational,,Y,,,,,,,Y,,Y,,Y,,,,,,,,,
12870,Amurt Health Centre,Nairobi,Nairobi,Westlands,Kangemi,Dispensary,Non-Governmental Organizations,Kangemi,Kangemi,Along waiyaki way,WESTLANDS,Nairobi,0,0,,,,,,,,,,,N,N,Operational,,Y,,,,,,,Y,,Y,,Y,,,,,,,,,
18770,Andulus Medical Clinic,Nairobi,Nairobi,Kamukunji,Eastleigh North,Health Centre,Private Enterprise (Institution),Eastleigh North,Eastleigh North,Near Woodstreet Nursing Home,KAMUKUNJI,Woodstreet Nursing Home,16,2,,,,,,,,,,,Y,Y,Operational,,,,,,,,,,,,,,,,,,,,,,
18272,Angaza VCT,Nairobi,Nairobi,Embakasi Central,Embakasi,VCT Centre (Stand-Alone),Non-Governmental Organizations,Kayole,Koyole  Two,Near Do Office Kayole Two,EMBAKASI CENTRAL,Koyole ,0,0,,,,,,,,,,Nursing Officer in Charge,N,N,Operational,,,,,,,,,,,,,,,,,,,,,,
19404,Annex Health Care,Nairobi,Nairobi,Roysambu,Kasarani,Medical Clinic,Private Practice - General Practitioner,Githurai,Githurai,just next to 44 stage,ROYSAMBU,just next to 44 stage,0,0,,,,,,,,,,,N,Y,Operational,,,,,,,,,,,,,,,,,,,,,,
12871,APTC Health Centre,Nairobi,Nairobi,Embakasi East,Embakasi,Health Centre,Armed Forces,Embakasi,Embakasi,Inside APTC Embakasi,EMBAKASI EAST,Nairobi,1,0,,,,,P.O Box 19096,,Nairobi,00100,Sarah Mwita,Nursing Officer in Charge,N,N,Operational,,,,,,,,,Y,,,,Y,,,,,,,,,
19288,Mugumo Medical,Nairobi,Nairobi,Kasarani,Kasarani,Medical Clinic,Private Practice - General Practitioner,kasarani,kasarani,Thika road off mwiki road ,KASARANI,Hunters ,0,0,,,,,,,,,Daniel Lusiani,Clinical Officer,N,Y,Operational,,,,,,,,,,,,,,,,,,,,,,
13100,Mukuru Crescent Clinic,Nairobi,Nairobi,Starehe,South B,Medical Clinic,Supreme Council for Kenya Muslims,Hazina,Mukuru Nyayo,Off Enterprice Road,STAREHE,Nairobi,0,0,0202222575,,,cma@skyweb.co.ke,P.O Box 33041,0202220811,Nairobi,00600,Hemed Omar,Clinical Officer,N,Y,Operational,,Y,,,,,,,Y,,Y,,Y,,,,,,,,,
18463,Mukuru Health Centre,Nairobi,Nairobi,Embakasi South,Mukuru,Health Centre,Local Authority,Mukuru Kwanjenga,Kwanjenga,Off Kobil on Airport By Pass Opposit Chief's Camp,EMBAKASI SOUTH,Nairobi,24,2,,,,,,,,,Juliana Juma,Nursing Officer in Charge,N,N,Operational,,,,,,,,,,,,,,,,,,,,,,
13101,Mukuru Mmm Clinic,Nairobi,Nairobi,Embakasi South,Embakasi,Dispensary,Kenya Episcopal Conference-Catholic Secretariat,Mukuru,Kwa Njenga,Near Mukuru Police Post,EMBAKASI SOUTH,Nairobi,0,0,,,0712505692,mukurucentraldipensary@gmail.com,P.O Box 26352,,South B,00504,Bridget Canavan,Nursing Officer in Charge,N,N,Operational,,Y,,,,,,,Y,,Y,,Y,,,,,,,,,
13018,Multi Media University Dispensary,Nairobi,Nairobi,Langata,Lang'ata,Dispensary,Parastatal,Lang'ata,Lang'ata,Along Magadi Road towards Ongata Rongai,LANG'ATA,"Bangladesh Village, Park place",0,0,0202071391,,,principal@mmu.ac.ke,P.O Box 30305,,Nairobi,00100,Patrick Kimiti,Clinical Officer,N,N,Operational,,,,,,,,,,,,,,,,,,,,,,
20062,Mundika Maternity & Nursing Home,Nairobi,Nairobi,Mathare,Huruma,Nursing Home,Private Practice - Unspecified,Huruma,Ngei,Situated near Huruma Lions H/centre,MATHARE,,0,0,,,,,P.O Box 252,,Nairobi,00520,Hezekiah Ojiambo,Clinical Officer,N,Y,Operational,,,,,,,,,,,,,,,,,,,,,,
13102,Mundoro Medical Clinic Dandora,Nairobi,Nairobi,Kasarani,Dandora,Medical Clinic,Private Enterprise (Institution),Dandora,Dandora,,KASARANI,Dandora phase II Market,4,0,,,,,,,,,,,N,N,Operational,,,,,,,,,Y,,Y,,Y,,,,,,,,,
18434,Muska Medical Centre,Nairobi,Nairobi,Kamukunji,Eastleigh North,Health Centre,Private Practice - Clinical Officer,Eastleigh North,,"1st Avenue, Sabina Plaza 50m to Marie Stopes Nursing Home",KAMUKUNJI,Eastleigh  Garissa Lodge Market,7,0,,,0733710427,muskamedicalcentre@yahoo.com,P.O Box 100844,0723678662,Nairobi,00101,Musa Kayasi,Clinical Officer,Y,Y,Operational,,,,,,,,,,,,,,,,,,,,,,
19500,Mutathamia Medical Clinic,Nairobi,Nairobi,Westlands,,Medical Clinic,Private Enterprise (Institution),,,,WESTLANDS,,2,1,,,,,,,,,,,Y,Y,Operational,,,,,,,,,,,,,,,,,,,,,,
13103,Muteithania Medical Clinic,Nairobi,Nairobi,Dagoretti North,Dagoretti,Health Centre,Private Enterprise (Institution),Kawangware,,,DAGORETTI NORTH,Kawangware 56,8,0,,,,,,,,,Felix,Clinical Officer,N,N,Operational,,,,,,,,,Y,,,,Y,,,,,,,,,
13104,Muthurwa Clinic,Nairobi,Nairobi,Starehe,Pumwani,Medical Clinic,Local Authority,muthurwa,Muthurwa,"Muthurwa Market,",STAREHE,Muthurwa Market,0,0,,,,,,,,,Peninnah Mugaisi,Nursing Officer in Charge,N,N,Operational,,,,,,,,,,,Y,,Y,,,,,,,,,
13105,Mutuini Sub-District Hospital,Nairobi,Nairobi,Dagoretti South,Dagoretti,Dispensary,Ministry of Health,Mutuini,Kirigu,,DAGORETTI SOUTH,Dagoretti Market,20,0,,,,,,,,,Dr Namisi,Medical Superintendant,N,N,Operational,,,,,,,,,Y,,Y,,Y,,,,,,,,,
20091,Mwangaza ulio Na Tumaini clinic,Nairobi,Nairobi,Ruaraka,Kasarani,Health Centre,Christian Health Association of Kenya,korogocho,korogocho,outering rd then kamunde rd to korogocho behind chief's camp,RUARAKA,kariobangi lite industries,12,2,,,0736643287,infir@tumainiclinics.org,P.O Box 76596,0728898277,Nairobi,00508,Hannah Gachoka,Nursing Officer in Charge,Y,Y,Operational,,,,,,,,,,,,,,,,,,,,,,
13106,Mwatate Clinic,Nairobi,Nairobi,Embakasi South,Embakasi,Medical Clinic,Private Enterprise (Institution),Mukuru,Kwa Njenga,,EMBAKASI SOUTH,Nairobi,0,0,,,,,,,,,,,N,N,Operational,,,,,,,,,Y,,,,Y,,,,,,,,,
19454,Mwatate Healthcare Centre,Nairobi,Nairobi,Embakasi East,Embakasi,Medical Clinic,Non-Governmental Organizations,Embakasi,Tassia,Near Tassia Juction,EMBAKASI EAST,Tassia,3,2,0721865802,,,mwatategroup@gmail.com,P.O Box 10042,,Nairobi,00200,Minicy Wanja Karanja,Nursing Officer in Charge,N,Y,Operational,,,,,,,,,,,,,,,,,,,,,,
19442,Mwera Medical Clinic,Nairobi,Nairobi,Embakasi Central,kayole,Medical Clinic,Private Practice - Unspecified,,,Near Kayole Two Sub District Hospital,EMBAKASI CENTRAL,,2,1,,,,,,,,,,Clinical Officer,Y,Y,Operational,,,,,,,,,,,,,,,,,,,,,,
20096,MYSA VCT,Nairobi,Nairobi,Embakasi West,Njiru,VCT Centre (Stand-Alone),Non-Governmental Organizations,Njiru,Njiru,along kangundo road next to double m company,EMBAKASI WEST,Saika,0,0,,,,,,,,,Kenneth makau,,N,Y,Operational,,,,,,,,,,,,,,,,,,,,,,
13108,Nairobi Deaf (Liverpool),Nairobi,Nairobi,Starehe,Central,VCT Centre (Stand-Alone),Non-Governmental Organizations,Central Business District,,,STAREHE,Nairobi,0,0,,,,,,,,,,,N,N,Operational,,,,,,,,,,,Y,,,,,,,,,,,
18394,Nairobi Earc St Anne Medical Clinic,Nairobi,Nairobi,Makadara,Makadara,Medical Clinic,Academic (if registered),Makadara,Hamsa,Along Jogoo  Road Near GOK Quarters Then St Anne street to St Anne Secondary School,MAKADARA,Uhuru market,0,0,,,,,,,,,Margaret Wangila,,N,N,Operational,,,,,,,,,,,,,,,,,,,,,,
20264,Nairobi East Hospital Ltd,Nairobi,Nairobi,Kamukunji,Eastleigh South,Nursing Home,Private Practice - Medical Specialist,Pumwani,Pumwani,General waruinge Rd,KAMUKUNJI,Nomad Hotel,38,10,,,0739500000,info@nairobieasthospital.com,P.O Box 51863,0708055559,Nairobi,00100,Dr Salat G Mohammed,Hospital Director,Y,Y,Operational,,,,,,,,,,,,,,,,,,,,,,
19580,Nairobi Eye Associates,Nairobi,Nairobi,Starehe,Central,Eye Centre,Private Practice - Unspecified,Central,Central,,STAREHE,City Market,0,0,,,,,,,,,,,N,Y,Operational,,,,,,,,,,,,,,,,,,,,,,
13110,Nairobi Hospital,Nairobi,Nairobi,Dagoretti North,Dagoretti,Other Hospital,Private Enterprise (Institution),Kilimani,,"Along Argwings Kodhek Road, next to Lee funeral Home",DAGORETTI NORTH,Hurlingham,350,100,0202846001,0202728003,,hosp@nbi.hosp.org,P.O Box 30026,0202846003,Nairobi,00100,Dr. Cleopa Mailu EBS,Hospital Director,Y,Y,Operational,,Y,,,,,Y,,Y,,Y,,Y,,,,,,,,,
13111,Nairobi Outpatient Centre,Nairobi,Nairobi,Starehe,Central,Medical Clinic,Private Enterprise (Institution),Central Business District,,Situated near Central Police Station-University Way,STAREHE,Nairobi,0,0,0202250394,,0720630630,admin@nairobioutpatient.org,P.O Box 5308,020319038,Nairobi,00100,Dr. Madumado Mary,Doctor In Charge,Y,Y,Operational,,Y,,,,,,,Y,,Y,,Y,,,,,,,,,
19477,Nairobi Outreach Services Trust,Nairobi,Nairobi,Starehe,central,Medical Clinic,Private Practice - General Practitioner,Central,Central,Located in Drop In Centre(Ngara),STAREHE,CBD,0,0,,,,,,,,,,,N,N,Operational,,,,,,,,,,,,,,,,,,,,,,
13161,Nairobi Remand Prison Health Centre,Nairobi,Nairobi,Starehe,Viwandani,Dispensary,Other Public Institution,Viwandani,Landmawe,Enterprise Road Nairobi Remand Prisons,STAREHE,Nairobi Remand Prison,0,0,,,,,P.O Box 18554,,Nairobi,00500,Miriam Kilonzi,Nursing Officer in Charge,N,N,Operational,,Y,,,,,,,Y,,Y,,Y,,,,,,,,,
13113,Nairobi South Clinic,Nairobi,Nairobi,Starehe,Makadara,Medical Clinic,Local Authority,Mukuru,Mukuru Nyayo,Dunga Road Aoko And Then Mwangeka Road Near Railway Training Institute,STAREHE,South B Shopping Centre,0,0,,,,,P.O Box 30108,,Nairobi,00100,Janice K Njagi,Nursing Officer in Charge,N,N,Operational,,,,,,,,,Y,,,,Y,,,,,,,,,
13112,Nairobi South Hospital,Nairobi,Nairobi,Langata,Lang'ata,Other Hospital,Private Enterprise (Institution),Nairobi West,South C,"Muhoho avenue,south C shopping center",LANG'ATA,South C shopping center,23,0,020601164,,0721700408,,P.O Box 74079,,Nairobi,00200,Ruth Kigen,Nursing Officer in Charge,Y,Y,Operational,,,,,,,Y,,Y,,Y,,Y,,,,,,,,,
13114,Nairobi West Chidren Clinic,Nairobi,Nairobi,Langata,Lang'ata,Medical Clinic,Private Enterprise (Institution),Nairobi West,Nairobi west,Maai Mahiu rd.Off Lang'ata rd. next to Moi educational center,LANG'ATA,Nairobi West shopping center,0,0,,,0726558248,,P.O Box 28348,,Nairobi,00200,Dr.Ian Kaburu,Doctor In Charge,N,Y,Operational,,,,,,,,,Y,,,,Y,,,,,,,,,
13115,Nairobi West Hospital,Nairobi,Nairobi,Langata,Lang'ata,Other Hospital,Private Enterprise (Institution),Nairobi West,Nairobi West,Gandhi rd Nairobi West,LANG'ATA,Nairobi West shopping center,152,0,0206002461,0206003963,0722200944,enquiry@nairobiwesthospital.com,P.O Box 43375,0206002684,Nairobi,00100,Lussy Antony,Nursing Officer in Charge,Y,Y,Operational,,Y,,,,,Y,,Y,,Y,,Y,,,,,,,,,
13116,Nairobi West Men's Prison Dispensary,Nairobi,Nairobi,Langata,Lang'ata,Dispensary,Ministry of Health,Mugumoini,Mugumoini,"Opposite Wilson Airport,next to AMREF Training Center.Off Lang'ata rd.",LANG'ATA,Wilson Airport,0,0,,,,,P.O Box 30156,,Nairobi,Nyayo Stadium,Brenda Kimosop,Nursing Officer in Charge,N,N,Operational,,,,,,,,,,,,,,,,,,,,,,
19609,Nairobi Women Hospital Eastleigh,Nairobi,Nairobi,Kamukunji,,Health Centre,Private Enterprise (Institution),,,,KAMUKUNJI,,10,2,,,,,,,,,,,Y,Y,Operational,,,,,,,,,,,,,,,,,,,,,,
13117,Nairobi Womens Hospital (Hurlingham),Nairobi,Nairobi,Dagoretti North,Kilimani,Other Hospital,Private Enterprise (Institution),Kilimani,Hurlingham,"Along Ar-wings Kod hek Road, opposite Olive Gardens Hotel and next to DOD residential houses",DAGORETTI NORTH,Nairobi,0,0,,,,,,,,,,,Y,Y,Operational,,Y,,,,,Y,,Y,,Y,,Y,,,,,,,,,
16795,Nairobi Womens Hospital Adams,Nairobi,Nairobi,Dagoretti North,Kilimani,Other Hospital,Private Enterprise (Institution),Kilimani,Maziwa,,DAGORETTI NORTH,Nairobi,0,0,,,,,,,,,,,N,N,Operational,,,,,,,,,,,,,,,,,,,,,,
19511,Nakhayo Medical Clinic,Nairobi,Nairobi,Kibra,Kibra,Medical Clinic,Private Enterprise (Institution),Kibra,Lindi,After the railway line bridge crossing to lindi known as darajani.,KIBRA,,0,0,,,,,P.O Box 57047,,Nairobi,,Dr. Peter Masinde,,N,Y,Operational,,,,,,,,,,,,,,,,,,,,,,
19279,Narzareth Medical Services,Nairobi,Nairobi,Roysambu,Kasarani,Medical Clinic,Private Practice - General Practitioner,Githurai,Githurai,Thika road off kamiti road just behind auncle sams bar,ROYSAMBU,just behind auncle sams bar,0,0,,,,,,,,,Mike Mutua,Clinical Officer,N,Y,Operational,,,,,,,,,,,,,,,,,,,,,,
13119,NASCOP VCT,Nairobi,Nairobi,Kibra,Dagoretti,VCT Centre (Stand-Alone),Ministry of Health,Golfcourse,,,KIBRA,Nairobi,0,0,,,,,,,,,,,N,N,Operational,,Y,,,,,,,,,Y,,,,,,,,,,,
20581,National Blood Transfusion Services,Nairobi,Nairobi,Kibra,Kenyatta,Laboratory (Stand-alone),Ministry of Health,,,,KIBRA,Kenyatta National Hospital,0,0,,,0722611808,,,,,,Samuel Ongwae,Hospital Director,N,N,Operational,,,,,,,,,,,,,,,,,,,,,,
20580,National HIV Reference Lab,Nairobi,Nairobi,Kibra,Kenyatta,Laboratory (Stand-alone),Ministry of Health,,,,KIBRA,Kenyatta National Hospital,0,0,,,0722845874,,,,,,Nancy Bowen,Hospital Director,N,N,Operational,,,,,,,,,,,,,,,,,,,,,,
13194,National Spinal Injury Hospital,Nairobi,Nairobi,Dagoretti North,Kilimani,National Referral Hospital,Ministry of Health,Kilimani,Kilimani,"Along Lenana Road, opposite Jumia house",DAGORETTI NORTH,near kilimani police station,30,0,020726336,,,nsihospital@yahoo.com,P.O Box 20906,,Nairobi,00202, Dr. Soren Otieno,Medical Superintendant,Y,Y,Operational,,,,,,,Y,,,,Y,,,,,,,,,,,
13130,National Youth Service Hq Dispensary (Ruaraka),Nairobi,Nairobi,Roysambu,Kasarani,Dispensary,State Coorporation,Ruaraka,Utalii,Thika road opposite Utalii college,ROYSAMBU,N.Y.S HQ Institute,0,0,00000,,,,,,Nairobi,,Susan Githinji,Clinical Officer,N,N,Operational,,,,,,,,,Y,,,,Y,,,,,,,,,
19161,Neema Medical Clinic (Kibera),Nairobi,Nairobi,Kibra,Lang'ata,Medical Clinic,Private Practice - Clinical Officer,Kibera,Lindi,Next to the Mashimoni Mosque.,KIBRA,,0,0,,,,,,,,,Timothy Obuya,Clinical Officer,N,Y,Operational,,,,,,,,,,,,,,,,,,,,,,
13120,New Life Home Childrens Home (Kilimani),Nairobi,Nairobi,Dagoretti North,Kilimani,Medical Clinic,Non-Governmental Organizations,Kilimani,,Along Lenana Road,DAGORETTI NORTH,Yaya Centre,0,0,,,,,,,,,,,N,N,Operational,,,,,,,Y,,,,,,Y,,,,,,,,,
18218,New Partner Initiative (Npi) Sasa Centre,Nairobi,Nairobi,Kamukunji,Eastleigh North,Health Project,Non-Governmental Organizations,Eastleigh North,,near Maina Wanjigi High School,KAMUKUNJI,Near Eastleigh market,0,0,,,0704578841,,P.O Box 10498,0722587848,Nairobi,00100,Onesmus Musau,,N,N,Operational,,,,,,,,,,,,,,,,,,,,,,
18007,New Partners Initiative Scaling Up HIV and AIDS Pr,Nairobi,Nairobi,Makadara,South B ,Health Programme,Non-Governmental Organizations,Mukuru Nyayo ,Nairobi Suoth ,Off Dunga Road Bandari Road Butele Road Next To Nanak House,MAKADARA,South B Shopping centre,0,0,,,0734799901,,P.O Box 1098,0722587848,Nairobi,00100,Silas Mukangu,Nursing Officer in Charge,N,N,Operational,,,,,,,,,,,,,,,,,,,,,,
19509,New Riruta Medical Clinic,Nairobi,Nairobi,Dagoretti North,Kawagware,Dispensary,Private Enterprise (Institution),Kawagware,kawagware,kawagware market,DAGORETTI NORTH,Kawagware market,0,0,,,,,,,,,,Nursing Officer in Charge,N,N,Operational,,,,,,,,,,,,,,,,,,,,,,
20530,Newlight Medical Centre(Dandora),Nairobi,Nairobi,Kasarani,Dandora,Medical Clinic,Private Practice - Clinical Officer,Dandora,Dandora phase 2,At dandora phase 2 oposite dandora secondary,KASARANI,Dandora 41,0,0,,,0722827362,,P.O Box 74945,0710653767,Nairobi,00200,Raphael Mbacha,Clinical Officer,N,N,Operational,,,,,,,,,,,,,,,,,,,,,,
20528,Nezel Medical Centre Njiru,Nairobi,Nairobi,Kasarani,Njiru,Medical Clinic,Private Practice - Nurse / Midwife,Njiru,Njiru,"Along kangundo road,200m from kayole junction",KASARANI,Njiru,0,0,,,0729256090,,P.O Box 73206,0733344437,Nairobi,00200,Naom Nyanchama Ondimu,Nursing Officer in Charge,N,Y,Operational,,,,,,,,,,,,,,,,,,,,,,
13121,Ngaira Rhodes Dispensary,Nairobi,Nairobi,Starehe,City Square,Dispensary,Local Authority,Central Business District,,,STAREHE,Nairobi,0,0,,,0202319469,ngairadispensary@gmail.org,P.O Box 30108,,Nairobi,00100,Esther Kamau,Nursing Officer in Charge,N,Y,Operational,,Y,,,,,,,,,,,,,,,,,,,,
13122,Ngara Health Centre (City Council of Nairobi),Nairobi,Nairobi,Starehe,Central,Health Centre,Local Authority,Ngara,,Located along Parkroad near Guru Nanak Hospital,STAREHE,Nairobi,24,0,,,,,P.O Box 30108,,Nairobi,00100,Winfred Ndegwa,Nursing Officer in Charge,Y,Y,Operational,,Y,,,,,Y,,,,,,Y,,,,,,,,,
13123,Ngong Road Dispensary,Nairobi,Nairobi,Kibra,Dagoretti,Dispensary,Local Authority,Woodley,,,KIBRA,Dagoretti Corner,0,0,0202345450,,,,,,,,Aboki,Nursing Officer in Charge,N,N,Operational,,,,,,,,,Y,,Y,,Y,,,,,,,,,
19236,Ngumba Medical Centre,Nairobi,Nairobi,Ruaraka,Ruaraka ,Medical Clinic,Private Enterprise (Institution),ruarak,,thika rd just next to breweries industry,RUARAKA, just next to breweries industry,10,2,,,,,,,,,Sarah Mate,Medical Superintendant,N,Y,Operational,,,,,,,,,,,,,,,,,,,,,,
19479,Nile Medical Care,Nairobi,Nairobi,Dagoretti South,Mutuini,Dispensary,Private Practice - Clinical Officer,Mutuini,Ndunyu,opposite Equity Bank,DAGORETTI SOUTH,Dagoretti Market,0,0,,,0720462286,,,,,,Njoroge Richo,Clinical Officer,N,Y,Operational,,,,,,,,,,,,,,,,,,,,,,
13125,Nimoli Medical Centre,Nairobi,Nairobi,Kasarani,Kasarani,Dispensary,Private Enterprise (Institution),Ruaraka,,along kasarni-mwiki rd sunton stage,KASARANI,Nairobi,4,1,0202394029,,0773497098,,P.O Box 112 00618,0729617532,Ruaraka Nairobi,00618,mary kamwati,Nursing Officer in Charge,Y,Y,Operational,,,,,,,,,Y,,Y,,Y,,,,,,,,,
21026,Nimoli Medical Services,Nairobi,Nairobi,Embakasi East,Embakasi,Medical Clinic,Private Practice - Nurse / Midwife,Tassia,Tassia,,EMBAKASI EAST,Embakasi,0,0,,,0722641925,wambuikamwitti@gmail.com,P.O Box 112,0736082207,Nairobi,00618,Mary Kamwitti,Nursing Officer in Charge,N,Y,Operational,,,,,,,,,,,,,,,,,,,,,,
13126,Njiru Dispensary,Nairobi,Nairobi,Kasarani,Njiru,Dispensary,Local Authority,Njiru,Njiru,Along Nairobi Kangundo Road At Njiru shopping center opposite St.Michael catholic Church,KASARANI,Njiru Market,0,0,,,,,P.O Box  30108,,Nairobi,,Jacinta Wambua,Nursing Officer in Charge,N,N,Operational,,,,,,,,,Y,,Y,,Y,,,,,,,,,
13127,Nsis Health Centre (Ruaraka),Nairobi,Nairobi,Ruaraka,Kasarani,Health Centre,Ministry of Health,Ruaraka,,,RUARAKA,Nairobi,0,0,,,,,,,,,,,N,N,Operational,,,,,,,,,Y,,,,Y,,,,,,,,,
13128,Nuffield Nursing Home,Nairobi,Nairobi,Kasarani,Kasarani,Nursing Home,Private Enterprise (Institution),Githurai,,,KASARANI,Nairobi,0,0,,,,,,,,,,,N,N,Operational,,Y,,,,,,,Y,,Y,,Y,,,,,,,,,
17955,Nuru Lutheran Media Ministry,Nairobi,Nairobi,Kibra,Golf Course,VCT Centre (Stand-Alone),Other Faith Based,Woodley,Woodley,,KIBRA,Kenyatta Market,0,0,,,,,,,,,Christian Watanabe,,N,N,Operational,,,,,,,,,,,,,,,,,,,,,,
19499,Nyalego Medical Clinic,Nairobi,Nairobi,Dagoretti North,Kawagware,Dispensary,Private Practice - Nurse / Midwife,Kawagware,kawagware,stage 46,DAGORETTI NORTH,stage 46,0,0,,,,,,,,,,Nursing Officer in Charge,N,Y,Operational,,,,,,,,,,,,,,,,,,,,,,
13129,Nyina Wa Mumbi Dispensary,Nairobi,Nairobi,Dagoretti North,Dagoretti,Dispensary,Other Faith Based,Kawangware,,,DAGORETTI NORTH,Precious  Blood Riruta,0,0,,,,,,,,,Sister Anncita,Hospital Director,N,N,Operational,,,,,,,,,,,Y,,Y,,,,,,,,,
21188,Nyumba Kubwa Community Clinic(Darajani),Nairobi,Nairobi,Kibra,Kibra,Dispensary,Ministry of Health,Makina,Darajani,,KIBRA,Nakumat Prestige,0,0,,,,,,,Nairobi,00100,Beatrice Lucinde,Nursing Officer in Charge,N,N,Pending Opening,,,,,,,,,,,,,,,,,,,,,,
13131,Nyumbani Diagnostic Laboratory and Medical Clinic,Nairobi,Nairobi,Langata,Lang'ata,Medical Clinic,Non-Governmental Organizations,Karen,Karen,Off Dagoretti rd.after the Karen roundabout,LANG'ATA,Karen Shopping center,2,0,,,0722201163,Sabs@nyumbani.org,P.O Box 24970,,Nairobi,00502,Sister Theresa,Nursing Officer in Charge,Y,Y,Operational,,Y,,,,,,,,,Y,,,,,,,,,,,
